"wbic","county","waterbody.name","trtyco","trtystat","trtyprop","resstat","resprop","outarea","region","wtm91.x","wtm91.y","lat","long","lake.area","class.code","shore.length","max.depth","draintype.code","depth.below.20","depth.above.3","sand","gravel","rock","muck","drainage","drainage.ag","drainage.wild","watershed.desc","source","outlet","water.fluct","wet.adj","public.desc","wae.code","mus.code","lake.chain.code"
20,"unknown","lake_michigan",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,"door","green_bay",0,0,0,0,0,0,"ner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,"door","jackson_harbor",0,0,0,0,0,0,"ner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,"door","washington_harbor",0,0,0,0,0,0,"ner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,"door","west_harbor",0,0,0,0,0,0,"ner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,"door","detroit_harbor",0,0,0,0,0,0,"ner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,"door","wisconsin_bay",0,0,0,0,0,0,"ner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,"door","garretts_bay",0,0,0,0,0,0,"ner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,"door","ellison_bay",0,0,0,0,0,0,"ner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,"door","sister_bay",0,0,0,0,0,0,"ner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,"door","little_sister_bay",0,0,0,0,0,0,"ner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,"door","eagle_harbor",0,0,0,0,0,0,"ner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,"door","nicolet_bay",0,0,0,0,0,0,"ner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,"door","tennison_bay",0,0,0,0,0,0,"ner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,"door","fish_creek_harbor",0,0,0,0,0,0,"ner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,"door","juddville_bay",0,0,0,0,0,0,"ner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,"door","egg_harbor",0,0,0,0,0,0,"ner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,"door","horse_shoe_bay",0,0,0,0,0,0,"ner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,"door","little_harbor",0,0,0,0,0,0,"ner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,"door","sturgeon_bay",0,0,0,0,0,0,"ner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,"door","sawyer_harbor",0,0,0,0,0,0,"ner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,"door","sand_bay",0,0,0,0,0,0,"ner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,"door","rileys_bay",0,0,0,0,0,0,"ner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,"door","little_sturgeon_bay",0,0,0,0,0,0,"ner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,"brown","peats_lake",0,0,0,0,0,0,"ner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,"brown","dead_horse_bay",0,0,0,0,0,0,"ner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,"marinette","peshtigo_harbor",2,0,0,0,0,0,"ner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,"racine","gravel_pit_lake",0,0,0,0,0,0,"ser",698308.58,248447.24,42.68,-87.82,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,"milwaukee","greenfield_park_pond",0,0,0,0,0,0,"ser",678182.75,283546.07,43,-88.05,7,5,0.5,6,"se",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,"waukesha","lower_kelly_lake",0,0,0,0,0,0,"ser",677313.33,275847.99,42.93,-88.07,3,6,0.3,36,"se",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,"kenosha","un_lake",0,0,NA,NA,NA,NA,"ser",697580.81,232652.55,42.54,-87.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,"kenosha","un_lake",0,0,NA,NA,NA,NA,"ser",698032.28,242383.67,42.63,-87.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
330,"racine","un_lake",0,0,NA,NA,NA,NA,"ser",697059.23,249630.54,42.69,-87.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"racine","un_lake",0,0,NA,NA,NA,NA,"ser",697368.1,252846.87,42.72,-87.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
350,"racine","un_lake",0,0,NA,NA,NA,NA,"ser",697480.56,249232.36,42.69,-87.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
360,"racine","un_lake",0,0,NA,NA,NA,NA,"ser",693084.19,264952.46,42.83,-87.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
370,"racine","un_lake",0,0,NA,NA,NA,NA,"ser",695227.57,256504.13,42.76,-87.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
375,"milwaukee","un_lake",NA,NA,NA,NA,NA,NA,"ser",685116.84,271262.35,42.89,-87.97,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
380,"milwaukee","un_lake",0,0,NA,NA,NA,NA,"ser",690706.3,270541,42.88,-87.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
390,"milwaukee","un_lake",0,0,NA,NA,NA,NA,"ser",678223.45,276687.46,42.94,-88.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,"racine","un_lake",0,0,0,0,0,0,"ser",698115.49,255288.03,42.74,-87.82,20,6,0.5,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
500,"kenosha","runaway_bay",0,0,0,0,0,0,"ser",NA,NA,40.3,-96.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000,"kenosha","un_lake",0,0,0,0,0,0,"ser",695588.63,231838.13,42.53,-87.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1800,"kenosha","petrified_springs_park_pond",0,0,0,0,0,0,"ser",694339.06,244003.91,42.64,-87.87,10,3,0.7,5,"dg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3800,"milwaukee","mid_oakwood_golf_course_p",0,0,0,0,0,0,"ser",685939.09,267656.92,42.86,-87.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4000,"milwaukee","south_oakwood_golf_course_pond",0,0,0,0,0,0,"ser",685945.29,267255.44,42.85,-87.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4200,"milwaukee","north_oakwood_golf_course_pond",0,0,0,0,0,0,"ser",686336.03,268069.55,42.86,-87.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5200,"milwaukee","dumkes_lake",0,0,0,0,0,0,"ser",677871.03,269511.24,42.88,-88.06,7,5,0.4,11,"se",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5350,"milwaukee","un_lake",0,0,NA,NA,NA,NA,"ser",685116.84,271262.35,42.89,-87.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5500,"milwaukee","mud_lake",0,0,0,0,0,0,"ser",686324.19,274534.45,42.92,-87.96,5,6,0.3,21,"se",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5700,"milwaukee","root_river_parkway_pond",0,0,0,0,0,0,"ser",683911.23,274037.65,42.92,-87.99,8,5,0.6,17,"se",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5900,"milwaukee","koepmier_lake",0,0,0,0,0,0,"ser",683097.85,274025.98,42.92,-88,8,6,0.6,35,"se",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6100,"milwaukee","scout_lake",0,0,0,0,0,0,"ser",684294.9,276061.75,42.93,-87.98,8,6,0.5,19,"se",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6500,"milwaukee","boerner_bot_garden_pond_#1",0,0,0,0,0,0,"ser",680671.16,275149.49,42.93,-88.03,2,1,0.5,3,"dg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6700,"milwaukee","boerner_bot_garden_pond_#2",0,0,0,0,0,0,"ser",680671.16,275149.49,42.93,-88.03,1,1,0.2,4,"dg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6900,"milwaukee","boerner_bot_garden_pond_#3",0,0,0,0,0,0,"ser",680258.27,275538.39,42.93,-88.03,8,1,0.3,5,"dg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7100,"milwaukee","upper_kelly_lake",0,0,0,0,0,0,"ser",677773.08,275862.58,42.93,-88.06,12,1,0.4,9,"sp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7300,"milwaukee","whitnall_park_pond",0,0,0,0,0,0,"ser",680674.91,274764.34,42.92,-88.03,15,3,0.7,10,"dg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7500,"milwaukee","monastery_lake",0,0,0,0,0,0,"ser",679872.86,273148.28,42.91,-88.04,12,6,0.6,30,"se",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7600,"milwaukee","un_lake",0,0,0,0,0,0,"ser",680236.5,277549.62,42.95,-88.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7900,"washington","allis_lake",0,0,0,0,0,0,"ser",668156.71,332051.28,43.44,-88.16,9,6,0.5,34,"se",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8000,"sheboygan","beechwood_lake",0,0,0,0,0,0,"ser",671515.07,348652.19,43.59,-88.12,11,6,0.7,20,"se",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8100,"fond_du_lac","birchwood_lake",0,0,0,0,0,0,"ner",665354.37,354217.98,43.64,-88.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8200,"washington","brickyard_lake",0,0,0,0,0,0,"ser",667777.79,331235.23,43.43,-88.17,1,5,0.1,4,"se",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8300,"fond_du_lac","buttermilk_lake",0,0,0,0,0,0,"ner",664667.2,348155.84,43.59,-88.2,13,5,5.3,6,"se",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8400,"sheboygan","cedar_lake",0,0,0,0,0,0,"ser",669422.55,352279.61,43.62,-88.14,10,5,0.5,10,"se",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8500,"ozaukee","cedarburg_stone_quarry",0,0,0,0,0,0,"ser",683729.56,314828.8,43.28,-87.98,6,5,0.5,10,"se",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8600,"milwaukee","dineen_park_pond",0,0,0,0,0,0,"ser",683223.03,292545.71,43.08,-87.99,2,1,0.4,5,"dg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8700,"ozaukee","drzewiceki_lake",0,0,0,0,0,0,"ser",682602.61,323310.14,43.36,-87.99,2,1,0.2,17,"sp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8800,"milwaukee","estabrook_park_lagoon",0,0,0,0,0,0,"ser",690514.57,293857.59,43.09,-87.9,1,1,2.2,6,"dg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8900,"fond_du_lac","forest_lake",0,0,0,0,0,0,"ner",667871.09,349828.55,43.6,-88.16,51,6,1.3,32,"se",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9000,"ozaukee","fromm_pit",0,0,0,0,0,0,"ser",682641.92,311216.85,43.25,-87.99,4,2,0.3,28,"sp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9100,"ozaukee","gough_lake",0,0,0,0,0,0,"ser",681666.76,328618.01,43.41,-88,5,6,0.4,29,"se",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9200,"washington","hawthorn_lake",0,0,0,0,0,0,"ser",677784.54,323642.12,43.36,-88.05,8,5,0.5,12,"se",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9300,"ozaukee","hawthorne_hills_pond",0,0,0,0,0,0,"ser",683593.89,332704.98,43.44,-87.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9400,"milwaukee","holler_park_pond",0,0,0,0,0,0,"ser",689522.6,277376.66,42.95,-87.92,1,1,0.5,5,"dg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9500,"ozaukee","horn_lake",0,0,0,0,0,0,"ser",681285.52,327797.77,43.4,-88,12,6,0.6,30,"se",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9600,"ozaukee","huiras_lake",0,0,0,0,0,0,"ser",683004.45,339984.01,43.51,-87.98,26,5,1.2,7,"se",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9700,"milwaukee","humboldt_park_pond",0,0,0,0,0,0,"ser",691049.03,281853.29,42.99,-87.9,4,1,0.4,7,"dg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9800,"milwaukee","jacobus_park_pond",0,0,0,0,0,0,"ser",683328.27,287268.33,43.04,-87.99,1,1,0.2,5,"dg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9825,"sheboygan","kellings_lakes_#1",0,0,NA,NA,NA,NA,"ser",669047.72,353091.44,43.63,-88.15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9850,"sheboygan","kellings_lakes_#2",0,0,NA,NA,NA,NA,"ser",669062.47,352688.01,43.63,-88.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9900,"sheboygan","kelling_lakes_#3",0,0,0,0,0,0,"ser",669047.72,353091.44,43.63,-88.15,3,5,0.9,7,"se",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10000,"milwaukee","kosciuszko_park_pond",0,0,0,0,0,0,"ser",689433.44,283435,43,-87.92,3,5,0.3,9,"se",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10100,"milwaukee","linden_pond",0,0,0,0,0,0,"ser",687655.54,302375.84,43.17,-87.93,2,1,0.4,15,"sp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10200,"fond_du_lac","little_mud_lake",0,0,0,0,0,0,"ner",668264.83,350641.36,43.61,-88.16,18,5,0.6,5,"se",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10300,"milwaukee","mcgovern_park_pond",0,0,0,0,0,0,"ser",685251.06,295864.28,43.11,-87.96,5,1,0.7,8,"dg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10400,"washington","miller_lake",0,0,0,0,0,0,"ser",669352.98,335611.54,43.47,-88.15,3,5,4.1,16,"se",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10450,"milwaukee","un_lake",0,0,NA,NA,NA,NA,"ser",681298.03,287201.37,43.04,-88.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10500,"milwaukee","mitchell_park_pond",0,0,0,0,0,0,"ser",687406.16,285754.52,43.02,-87.94,4,5,0.3,10,"se",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10600,"ozaukee","moldenhauer_lake",0,0,0,0,0,0,"ser",683523.82,320462.73,43.33,-87.98,3,6,0.4,32,"se",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10700,"milwaukee","north_golf_course_pond_#1",0,0,0,0,0,0,"ser",677966.3,300912.43,43.16,-88.05,1,1,0.1,4,"dg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10800,"milwaukee","north_golf_course_pond_#2",0,0,0,0,0,0,"ser",677966.3,300912.43,43.16,-88.05,1,1,0.3,4,"dg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10900,"milwaukee","north_golf_course_pond_#3",0,0,0,0,0,0,"ser",678365.1,301338.45,43.16,-88.05,3,1,0.3,8,"dg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11000,"milwaukee","new_zoo_pond",0,0,0,0,0,0,"ser",679310.42,285908.86,43.02,-88.04,5,5,0.3,11,"se",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11100,"milwaukee","noyes_pond",0,0,0,0,0,0,"ser",681185.29,299042.54,43.14,-88.01,1,1,0.2,1,"dg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11200,"ozaukee","pit_lake",0,0,0,0,0,0,"ser",687090.45,311313.17,43.25,-87.94,35,5,1.5,14,"se",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11300,"washington","rockfield_quarry_pond",0,0,0,0,0,0,"ser",672139.16,310905.63,43.25,-88.12,3,6,0.3,27,"se",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11400,"ozaukee","roeckl_lake",0,0,0,0,0,0,"ser",679697.8,326929.42,43.39,-88.02,3,5,0.4,12,"se",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11500,"milwaukee","saveland_park_pond",0,0,0,0,0,0,"ser",690258.18,280622.6,42.97,-87.91,1,1,0.1,6,"dg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11600,"fond_du_lac","senn_lake",0,0,0,0,0,0,"ner",655019.34,344722.85,43.56,-88.32,16,1,0.8,8,"dg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11700,"milwaukee","sheridan_park_pond",0,0,0,0,0,0,"ser",695524.18,278727.04,42.96,-87.84,2,5,0.1,9,"se",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11800,"sheboygan","sixteen_lake",0,0,0,0,0,0,"ser",672753.62,348253.02,43.59,-88.1,8,5,0.5,13,"se",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11900,"fond_du_lac","spring_lake",0,0,0,0,0,0,"ner",665069.01,348571.66,43.59,-88.2,10,5,0.5,2,"se",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12000,"fond_du_lac","spruce_lake",0,0,0,0,0,0,"ner",665270.28,356651.74,43.66,-88.19,34,5,0.1,4,"se",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12025,"waukesha","un_lake",0,0,NA,NA,NA,NA,"ser",676396.58,290305.54,43.06,-88.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12050,"washington","un_lake",0,0,NA,NA,NA,NA,"ser",669803.51,308445.6,43.23,-88.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12070,"ozaukee","un_lake",0,0,NA,NA,NA,NA,"ser",685475.53,310866.01,43.25,-87.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12100,"ozaukee","un_lake",0,0,0,0,0,0,"ser",683096.43,309202.8,43.23,-87.99,8,NA,0.6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12200,"ozaukee","un_lake",0,0,0,0,0,0,"ser",687064.82,312116.63,43.26,-87.94,5,NA,0.5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12300,"ozaukee","un_lake",0,0,0,0,0,0,"ser",687103.7,310912.68,43.25,-87.94,7,NA,0.5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12330,"ozaukee","un_lake",0,0,NA,NA,NA,NA,"ser",683237.66,317222.12,43.31,-87.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12370,"washington","un_lake",0,0,NA,NA,NA,NA,"ser",671035.67,332837.92,43.45,-88.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12400,"ozaukee","un_lake",0,0,0,0,0,0,"ser",681584.41,332239.4,43.44,-88,4,NA,0.4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12500,"ozaukee","un_lake",0,0,0,0,0,0,"ser",680817.51,329797.91,43.42,-88.01,12,NA,0.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12600,"ozaukee","un_lake",0,0,0,0,0,0,"ser",680866.58,328186.07,43.4,-88.01,10,NA,0.6,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
